Timestamp,Temperature_C,DewPoint_C,Pressure_hPa
2022-12-28,1.28,-3.44,845.4
2022-12-29,0.72,-1.44,844.6
2022-12-30,1.94,0.56,847.6
2022-12-31,3.61,-0.61,848.1
2023-01-01,1.61,-3.22,847.8
2023-01-02,0.67,-3.0,847.0
2023-01-03,0.83,-3.0,848.2
2023-01-04,0.83,-3.33,850.1
2023-01-05,0.33,-3.33,851.8
2023-01-06,0.5,-3.22,852.0
2023-01-07,3.56,-1.89,849.8
2023-01-08,3.72,-0.11,848.0
2023-01-09,4.44,2.11,847.6
2023-01-10,4.72,2.78,846.4
2023-01-11,3.33,2.11,839.3
2023-01-12,1.11,5537.72,837.7
2023-01-13,1.44,0.5,838.2
2023-01-14,2.17,-0.28,842.5
2023-01-15,2.67,-1.61,839.9
2023-01-16,1.0,-2.83,842.2
2023-01-17,1.39,-3.72,843.7
2023-01-18,1.39,-4.22,846.2
2023-01-19,2.72,-1.39,844.8
2023-01-20,2.17,0.61,842.3
2023-01-21,2.78,0.83,843.0
2023-01-22,3.28,0.17,841.8
2023-01-23,3.17,-0.72,843.1
2023-01-24,2.5,0.56,840.7
2023-01-25,2.22,1.33,841.9
2023-01-26,2.89,0.67,846.5
2023-01-27,4.72,-0.17,848.3
2023-01-28,3.22,-0.72,846.9
2023-01-29,3.06,-0.61,842.0
2023-01-30,0.94,0.44,844.2
2023-01-31,2.78,0.89,848.3
2023-02-01,3.11,-0.11,849.3
2023-02-02,3.56,-0.17,848.0
2023-02-03,4.44,0.5,846.6
2023-02-04,5.33,1.11,843.9
2023-02-05,7.06,1.72,841.7
2023-02-06,5.0,2.44,841.1
2023-02-07,5.61,0.89,841.9
2023-02-08,6.06,-0.06,843.5
2023-02-09,2.33,0.94,840.0
2023-02-10,4.67,1.17,839.6
2023-02-11,2.83,0.22,841.3
2023-02-12,3.06,-2.33,846.1
2023-02-13,3.06,-3.11,847.2
2023-02-14,5.56,-0.33,847.3
2023-02-15,6.72,1.11,845.9
2023-02-16,7.83,3.11,847.6
2023-02-17,9.33,3.72,848.1
2023-02-18,9.83,4.78,846.0
2023-02-19,9.94,5.11,844.3
2023-02-20,9.61,3.5,841.4
2023-02-21,8.67,2.94,844.6
2023-02-22,8.67,2.11,844.2
2023-02-23,8.61,-0.06,844.7
2023-02-24,9.33,-0.72,845.6
2023-02-25,10.39,0.11,846.1
2023-02-26,9.78,3.94,848.5
2023-02-27,10.06,2.89,847.0
2023-02-28,8.22,2.56,847.3
2023-03-01,9.72,5.44,848.6
2023-03-02,8.83,6.44,848.6
2023-03-03,11.17,5.56,848.6
2023-03-04,11.06,6.28,848.9
2023-03-05,10.78,4.78,848.5
2023-03-06,10.61,2.28,845.8
2023-03-07,10.83,1.56,845.6
2023-03-08,11.78,1.06,846.2
2023-03-09,12.33,-0.83,846.2
2023-03-10,11.44,0.06,845.2
2023-03-11,12.89,1.28,845.0
2023-03-12,13.06,3.72,846.1
2023-03-13,13.28,4.78,844.5
2023-03-14,13.28,2.78,841.0
2023-03-15,13.56,2.78,839.8
2023-03-16,12.61,3.89,841.5
2023-03-17,11.56,4.67,842.1
2023-03-18,9.83,5.83,840.5
2023-03-19,10.17,6.5,839.3
2023-03-20,11.17,5.56,837.8
2023-03-21,10.5,4.61,837.6
2023-03-22,11.78,3.89,838.6
2023-03-23,10.89,3.78,838.7
2023-03-24,9.89,5.33,838.9
2023-03-25,9.17,5.22,841.8
2023-03-26,10.83,4.11,841.6
2023-03-27,11.83,3.28,840.2
2023-03-28,13.11,3.61,840.4
2023-03-29,13.28,4.06,842.3
2023-03-30,13.11,4.94,839.8
2023-03-31,12.56,6.89,836.4
2023-04-01,10.39,7.94,837.7
2023-04-02,11.72,6.89,838.3
2023-04-03,10.67,7.28,837.8
2023-04-04,9.06,5.39,841.7
2023-04-05,10.89,3.56,842.1
2023-04-06,10.83,5.61,844.9
2023-04-07,12.06,4.11,846.0
2023-04-08,14.28,3.39,846.0
2023-04-09,15.06,2.06,845.2
2023-04-10,16.28,2.72,844.1
2023-04-11,17.0,4.67,844.0
2023-04-12,16.44,5.33,844.0
2023-04-13,18.22,5.0,842.4
2023-04-14,18.0,5.0,842.0
2023-04-15,17.94,6.5,842.9
2023-04-16,13.56,9.67,844.7
2023-04-17,15.67,10.67,844.5
2023-04-18,12.72,10.67,843.7
2023-04-19,10.28,9.0,839.0
2023-04-20,10.67,7.28,836.9
2023-04-21,10.28,5.56,839.4
2023-04-22,9.83,4.56,840.7
2023-04-23,12.89,5.28,840.8
2023-04-24,16.17,5.17,841.5
2023-04-25,16.11,5.61,843.0
2023-04-26,13.94,7.28,841.8
2023-04-27,11.28,7.61,844.7
2023-04-28,9.56,7.33,846.3
2023-04-29,13.17,7.89,843.3
2023-04-30,15.83,8.83,839.0
2023-05-01,15.0,9.72,837.6
2023-05-02,13.06,10.89,839.6
2023-05-03,14.06,9.39,840.2
2023-05-04,14.67,9.0,841.0
2023-05-05,16.56,9.28,839.4
2023-05-06,12.17,7.78,840.3
2023-05-07,12.83,7.61,839.0
2023-05-08,9.06,5.83,841.2
2023-05-09,12.67,5.94,843.0
2023-05-10,15.22,6.44,841.5
2023-05-11,17.39,5.72,842.7
2023-05-12,17.78,7.11,841.4
2023-05-13,16.17,9.33,842.8
2023-05-14,16.78,8.67,840.1
2023-05-15,18.28,7.56,839.1
2023-05-16,19.11,9.0,839.7
2023-05-17,19.39,9.61,840.8
2023-05-18,16.22,9.5,844.1
2023-05-19,17.22,9.0,841.0
2023-05-20,19.22,8.61,839.8
2023-05-21,21.33,9.61,840.9
2023-05-22,22.33,9.72,841.7
2023-05-23,18.83,12.44,842.4
2023-05-24,14.5,12.61,839.6
2023-05-25,14.94,10.89,838.3
2023-05-26,12.83,9.83,839.8
2023-05-27,14.78,8.94,840.2
2023-05-28,17.72,9.89,840.2
2023-05-29,15.89,11.28,842.8
2023-05-30,14.61,11.56,843.2
2023-05-31,13.5,11.61,839.6
2023-06-01,13.61,12.22,839.5
2023-06-02,15.89,10.67,838.8
2023-06-03,17.39,9.22,840.6
2023-06-04,17.78,11.28,840.6
2023-06-05,18.17,10.28,839.7
2023-06-06,18.72,10.11,838.6
2023-06-07,18.61,10.22,839.3
2023-06-08,19.22,10.83,838.5
2023-06-09,23.0,14.5,835.3
2023-06-10,22.33,14.89,834.1
2023-06-11,21.06,12.94,835.1
2023-06-12,22.0,14.28,835.1
2023-06-13,23.61,13.56,834.9
2023-06-14,21.67,13.78,835.9
2023-06-15,22.72,12.72,834.8
2023-06-16,22.78,12.0,835.6
2023-06-17,24.22,12.67,836.0
2023-06-18,24.33,13.5,835.6
2023-06-19,24.28,15.44,834.8
2023-06-20,26.06,15.83,833.9
2023-06-21,27.17,16.11,834.6
2023-06-22,28.39,18.17,834.8
2023-06-23,28.67,18.28,834.3
2023-06-24,27.44,17.67,834.0
2023-06-25,27.06,17.67,833.3
2023-06-26,22.17,17.56,836.4
2023-06-27,24.5,17.56,835.3
2023-06-28,23.94,16.72,836.6
2023-06-29,24.22,17.61,834.9
2023-06-30,22.33,15.33,834.5
2023-07-01,24.28,15.28,834.6
2023-07-02,25.06,16.44,834.8
2023-07-03,24.5,16.5,834.7
2023-07-04,23.28,15.28,834.0
2023-07-05,21.5,15.94,834.6
2023-07-06,22.17,16.89,835.9
2023-07-07,17.89,15.28,838.7
2023-07-08,17.0,14.89,839.2
2023-07-09,20.72,16.17,836.4
2023-07-10,22.94,16.83,835.8
2023-07-11,23.78,15.06,835.7
2023-07-12,23.72,15.0,834.7
2023-07-13,24.5,16.56,834.9
2023-07-14,25.72,18.56,835.2
2023-07-15,25.89,18.39,834.4
2023-07-16,21.89,19.83,836.3
2023-07-17,24.72,19.89,835.0
2023-07-18,26.72,20.0,833.2
2023-07-19,22.06,19.78,835.6
2023-07-20,23.5,20.06,836.3
2023-07-21,23.94,19.78,837.5
2023-07-22,20.83,19.56,839.8
2023-07-23,20.67,18.89,840.3
2023-07-24,23.72,19.06,836.9
2023-07-25,23.67,18.67,836.9
2023-07-26,24.72,18.78,836.2
2023-07-27,24.33,19.17,835.8
2023-07-28,22.11,19.17,834.0
2023-07-29,21.11,17.17,835.0
2023-07-30,23.0,18.11,833.6
2023-07-31,23.94,18.28,832.9
2023-08-01,25.28,18.83,832.0
2023-08-02,24.94,18.28,832.6
2023-08-03,24.94,18.61,833.1
2023-08-04,25.28,19.17,834.4
2023-08-05,25.06,19.11,835.5
2023-08-06,25.06,18.39,831.8
2023-08-07,23.28,17.28,831.2
2023-08-08,24.44,16.94,832.4
2023-08-09,26.06,17.61,834.8
2023-08-10,24.83,17.89,836.4
2023-08-11,25.67,18.11,836.0
2023-08-12,26.61,18.5,833.7
2023-08-13,27.33,19.28,831.6
2023-08-14,23.61,17.56,836.2
2023-08-15,21.72,17.11,837.8
2023-08-16,23.89,17.5,836.5
2023-08-17,23.78,17.22,836.6
2023-08-18,24.39,17.06,837.1
2023-08-19,24.61,16.22,838.1
2023-08-20,25.28,17.44,837.8
2023-08-21,27.11,18.5,835.8
2023-08-22,27.67,18.78,833.5
2023-08-23,26.78,17.83,831.8
2023-08-24,23.0,17.56,832.1
2023-08-25,22.78,15.72,833.1
2023-08-26,18.61,15.78,836.6
2023-08-27,21.28,14.5,835.2
2023-08-28,21.06,13.89,835.0
2023-08-29,22.0,12.78,837.5
2023-08-30,21.33,12.89,838.8
2023-08-31,23.5,14.39,838.9
2023-09-01,24.56,16.33,838.3
2023-09-02,26.22,17.11,837.1
2023-09-03,24.11,15.44,836.9
2023-09-04,22.67,13.78,836.6
2023-09-05,22.78,13.28,838.5
2023-09-06,22.28,13.17,839.7
2023-09-07,22.17,11.44,839.4
2023-09-08,22.22,13.17,838.0
2023-09-09,23.11,14.0,836.5
2023-09-10,24.17,15.72,834.4
2023-09-11,24.89,16.72,835.0
2023-09-12,24.83,17.61,835.3
2023-09-13,25.5,17.72,835.8
2023-09-14,25.67,18.83,837.2
2023-09-15,25.33,16.94,837.7
2023-09-16,23.17,16.5,838.4
2023-09-17,21.28,15.5,837.6
2023-09-18,22.22,16.11,838.0
2023-09-19,24.67,15.11,839.7
2023-09-20,23.17,15.5,838.7
2023-09-21,21.22,13.22,838.9
2023-09-22,20.0,12.67,839.2
2023-09-23,20.44,11.22,839.7
2023-09-24,18.22,10.22,840.0
2023-09-25,15.44,11.61,843.1
2023-09-26,17.39,11.28,842.5
2023-09-27,17.72,10.28,841.1
2023-09-28,16.83,10.56,840.5
2023-09-29,16.67,9.89,840.5
2023-09-30,16.61,8.78,840.6
2023-10-01,17.83,9.89,839.0
2023-10-02,17.72,11.39,839.7
2023-10-03,17.72,10.83,840.6
2023-10-04,17.56,9.33,841.3
2023-10-05,16.44,8.56,841.1
2023-10-06,17.89,9.22,839.3
2023-10-07,18.67,11.5,840.5
2023-10-08,18.33,11.78,840.6
2023-10-09,15.17,10.0,842.5
2023-10-10,12.72,9.94,845.5
2023-10-11,15.17,11.67,843.8
2023-10-12,16.61,11.22,843.8
2023-10-13,17.06,12.83,843.2
2023-10-14,13.44,10.78,844.8
2023-10-15,14.28,9.83,841.7
2023-10-16,9.39,8.17,843.2
2023-10-17,9.17,7.5,846.9
2023-10-18,10.5,7.94,847.2
2023-10-19,11.22,8.33,846.2
2023-10-20,11.72,8.44,846.4
2023-10-21,11.61,8.06,846.4
2023-10-22,11.39,7.72,847.2
2023-10-23,11.83,7.28,846.0
2023-10-24,11.22,7.06,846.1
2023-10-25,12.5,7.5,846.8
2023-10-26,11.28,7.28,845.8
2023-10-27,11.78,7.5,844.8
2023-10-28,11.56,7.11,845.0
2023-10-29,11.67,7.61,845.0
2023-10-30,11.39,7.61,845.7
2023-10-31,11.78,7.89,846.8
2023-11-01,11.72,7.5,847.2
2023-11-02,11.11,7.78,846.9
2023-11-03,11.17,6.56,844.1
2023-11-04,7.5,4.44,845.0
2023-11-05,8.5,4.72,845.2
2023-11-06,8.78,4.72,846.4
2023-11-07,8.67,4.5,845.7
2023-11-08,8.67,4.89,844.5
2023-11-09,10.0,5.44,843.3
2023-11-10,7.22,5.61,847.1
2023-11-11,9.5,5.22,850.2
2023-11-12,8.89,3.83,849.6
2023-11-13,7.28,3.39,848.7
2023-11-14,7.17,3.89,848.8
2023-11-15,7.72,3.94,848.9
2023-11-16,6.39,3.11,849.8
2023-11-17,6.0,2.94,849.5
2023-11-18,5.94,3.28,847.2
2023-11-19,6.44,3.39,846.6
2023-11-20,4.61,2.5,847.6
2023-11-21,4.5,2.17,847.3
2023-11-22,4.28,1.78,844.7
2023-11-23,5.78,2.89,842.6
2023-11-24,6.39,2.11,847.2
2023-11-25,5.78,2.06,848.3
2023-11-26,5.94,3.0,847.2
2023-11-27,8.0,3.83,846.6
2023-11-28,7.78,4.06,845.3
2023-11-29,7.39,4.22,845.7
2023-11-30,6.44,5.17,845.7
2023-12-01,6.94,3.94,847.8
2023-12-02,7.06,4.11,848.6
2023-12-03,6.28,2.89,847.2
2023-12-04,5.39,2.22,845.7
2023-12-05,4.5,1.67,845.8
2023-12-06,3.72,0.78,847.5
2023-12-07,3.61,0.28,846.3
2023-12-08,2.56,-0.11,844.2
2023-12-09,1.89,-1.28,845.0
2023-12-10,2.5,-0.94,844.2
2023-12-11,2.17,-1.06,842.7
2023-12-12,3.11,-0.33,841.6
2023-12-13,1.67,-1.78,844.7
2023-12-14,1.0,-2.5,846.7
2023-12-15,2.06,-1.39,845.8
2023-12-16,3.56,-0.06,843.3
2023-12-17,3.56,0.83,846.8
2023-12-18,3.67,-0.17,849.9
2023-12-19,1.78,-2.22,851.0
2023-12-20,1.94,-2.11,850.9
2023-12-21,1.5,-2.22,849.3
2023-12-22,2.33,-0.61,848.1
2023-12-23,3.67,0.67,850.5
2023-12-24,3.28,0.83,851.8
2023-12-25,,,
2023-12-26,,,
2023-12-27,1.06,-0.5,850.1
2023-12-28,0.44,-1.11,848.4
2023-12-29,0.61,-1.44,847.1
2023-12-30,2.28,-0.22,845.8
2023-12-31,1.72,-0.72,845.3
